pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
7nj3	F	NA	0	A	protein	NA	polymerase acidic protein	VIRAL PROTEIN	02/15/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8196 core	INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (strain a/brevigmission/1/1918 h1n1) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	4.48	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7zr7	D	E	0	A	protein	NA	spike glycoprotein,fibritin	STRUCTURAL PROTEIN	05/03/22	OMI-42 FAB IN COMPLEX WITH SARS-COV-2 BETA SPIKE GLYCOPROTEIN	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; TEQUATROVIRUS T4; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, tequatrovirus t4 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7zr7	H	L	0	B	protein	NA	spike glycoprotein,fibritin	STRUCTURAL PROTEIN	05/03/22	OMI-42 FAB IN COMPLEX WITH SARS-COV-2 BETA SPIKE GLYCOPROTEIN	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; TEQUATROVIRUS T4; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, tequatrovirus t4 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
7zr7	F	G	0	C	protein	NA	spike glycoprotein,fibritin	STRUCTURAL PROTEIN	05/03/22	OMI-42 FAB IN COMPLEX WITH SARS-COV-2 BETA SPIKE GLYCOPROTEIN	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; TEQUATROVIRUS T4; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2, tequatrovirus t4 	Duyvesteyn, H.M.E., Ren, J., Stuart, D.I.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5vj6	Q	R	0	C | F	protein | protein	NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	04/18/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
5vj6	H	L	0	E	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	04/18/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGLV2	Lambda	None	None	None	None	None
5vj6	M	N	0	B	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	04/18/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
5vj6	O	P	0	A | D	protein | protein	NA | NA	envelope glycoprotein gp160 | envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	04/18/17	BG505 SOSIP.664 in complex with broadly neutralizing antibodies PG9 and 8ANC195	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1 | human immunodeficiency virus 1	Wang, H., Bjorkman, P.J.	11.5	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7wpe	X	Y	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpe	W	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wpe	U	V	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
7wpe	Z	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	01/23/22	SARS-CoV-2 Omicron Variant S Trimer complexed with two JMB2002 Fab	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS; LAMA GLAMA	lama glama			Yin, W., Xu, Y., Xu, P., Cao, X., Wu, C., Gu, C., He, X., Wang, X., Huang, S., Yuan, Q., Wu, K., Hu, W., Huang, Z., Liu, J., Wang, Z., Jia, F., Xia, K., Liu, P., Wang, X., Song, B., Zheng, J., Jiang, H., Cheng, X., Jiang, Y., Deng, S.J., Xu, H.E.	2.69	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7l06	H	L	0	U	carbohydrate	MAN	ALPHA-D-MANNOSE	VIRAL PROTEIN/IMMUNE SYSTEM	12/11/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to two copies of domain-swapped antibody 2G12	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens		Manne, K., Henderson, R., Acharya, P.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7l06	G	E	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/11/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to two copies of domain-swapped antibody 2G12	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Henderson, R., Acharya, P.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7l06	D	F	0	W	carbohydrate	MAN	ALPHA-D-MANNOSE	VIRAL PROTEIN/IMMUNE SYSTEM	12/11/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to two copies of domain-swapped antibody 2G12	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens		Manne, K., Henderson, R., Acharya, P.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7l06	M	K	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	12/11/20	Cryo-EM structure of SARS-CoV-2 2P S ectodomain bound to two copies of domain-swapped antibody 2G12	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Manne, K., Henderson, R., Acharya, P.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	unknown	IGKV1	Kappa	None	None	None	None	None
7p6k	G	NA	0	B	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/16/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p6k	I	NA	0	F	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/16/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p6k	H	NA	0	D	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/16/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb5	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6x3v	J	I	0	B	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1	MEMBRANE PROTEIN	05/21/20	Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA plus etomidate	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
6x3v	K	L	0	D	protein	NA	gamma-aminobutyric acid receptor subunit alpha-1	MEMBRANE PROTEIN	05/21/20	Human GABAA receptor alpha1-beta2-gamma2 subtype in complex with GABA plus etomidate	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Kim, J.J., Gharpure, A., Teng, J., Zhuang, Y., Howard, R.J., Zhu, S., Noviello, C.M., Walsh, R.M., Lindahl, E., Hibbs, R.E.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV14	IGKV6	Kappa	None	None	None	None	None
7mlu	N	O	0	D	protein	NA	glycine receptor alpha 1	MEMBRANE PROTEIN, SIGNALING PROTEIN	04/29/21	Cryo-EM reveals partially and fully assembled native glycine receptors,homomeric pentamer	RATTUS NORVEGICUS; SUS SCROFA	rattus norvegicus	rattus norvegicus	sus scrofa	Zhu, H., Gouaux, E.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7mlu	H	I	0	C	protein	NA	glycine receptor alpha 1	MEMBRANE PROTEIN, SIGNALING PROTEIN	04/29/21	Cryo-EM reveals partially and fully assembled native glycine receptors,homomeric pentamer	RATTUS NORVEGICUS; SUS SCROFA	rattus norvegicus	rattus norvegicus	sus scrofa	Zhu, H., Gouaux, E.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7mlu	L	M	0	A	protein	NA	glycine receptor alpha 1	MEMBRANE PROTEIN, SIGNALING PROTEIN	04/29/21	Cryo-EM reveals partially and fully assembled native glycine receptors,homomeric pentamer	RATTUS NORVEGICUS; SUS SCROFA	rattus norvegicus	rattus norvegicus	sus scrofa	Zhu, H., Gouaux, E.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7mlu	G	J	0	B	protein	NA	glycine receptor alpha 1	MEMBRANE PROTEIN, SIGNALING PROTEIN	04/29/21	Cryo-EM reveals partially and fully assembled native glycine receptors,homomeric pentamer	RATTUS NORVEGICUS; SUS SCROFA	rattus norvegicus	rattus norvegicus	sus scrofa	Zhu, H., Gouaux, E.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7mlu	F	K	0	E	protein	NA	glycine receptor alpha 1	MEMBRANE PROTEIN, SIGNALING PROTEIN	04/29/21	Cryo-EM reveals partially and fully assembled native glycine receptors,homomeric pentamer	RATTUS NORVEGICUS; SUS SCROFA	rattus norvegicus	rattus norvegicus	sus scrofa	Zhu, H., Gouaux, E.	4.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV6	Kappa	None	None	None	None	None
7n9c	E	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB95	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.71	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n9c	D	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB95	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.71	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7dk4	a	b	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/20	S-2H2-F3a structure, two RBDs are up and one RBD is down, each RBD binds with a 2H2 Fab.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Cong, Y., Wang, Y.F.	3.8	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
7dk4	e	f	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	11/23/20	S-2H2-F3a structure, two RBDs are up and one RBD is down, each RBD binds with a 2H2 Fab.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Cong, Y., Wang, Y.F.	3.8	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
7dk4	c	d	0	B	protein	NA	the light chain of 2h2 fab	VIRAL PROTEIN	11/23/20	S-2H2-F3a structure, two RBDs are up and one RBD is down, each RBD binds with a 2H2 Fab.	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; MUS MUSCULUS	mus musculus	mus musculus	severe acute respiratory syndrome coronavirus2 	Cong, Y., Wang, Y.F.	3.8	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV2	IGKV3	Kappa	None	None	None	None	None
7nik	F	NA	0	A | B	protein | protein	NA | NA	polymerase acidic protein | rna-directed rna polymerase catalytic subunit	VIRAL PROTEIN	02/12/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8189 core	INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (strain a/brevigmission/1/1918 h1n1)  | influenza a virus (strain a/brevigmission/1/1918 h1n1) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	6.2	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7pnm	I	E	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/07/21	Human coronavirus OC43 spike glycoprotein ectodomain in complex with the 46C12 antibody Fab fragment	HUMAN CORONAVIRUS OC43; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus oc43	Hurdiss, D.L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7pnm	G	D	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/07/21	Human coronavirus OC43 spike glycoprotein ectodomain in complex with the 46C12 antibody Fab fragment	HUMAN CORONAVIRUS OC43; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus oc43	Hurdiss, D.L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
7pnm	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	09/07/21	Human coronavirus OC43 spike glycoprotein ectodomain in complex with the 46C12 antibody Fab fragment	HUMAN CORONAVIRUS OC43; HOMO SAPIENS	homo sapiens	homo sapiens	human coronavirus oc43	Hurdiss, D.L.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
6z3q	H	L	0	C | A | B	protein | protein | protein	NA | NA | NA	vp3 | vp1 | vp2	VIRUS	05/21/20	Structure of EV71 in complex with a protective antibody 38-1-10A Fab	HOMO SAPIENS; ENTEROVIRUS A71	homo sapiens	homo sapiens	enterovirus a71 | enterovirus a71 | enterovirus a71	Zhou, D., Fry, E.E., Ren, J., Stuart, D.I.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
7cz5	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	09/07/20	Cryo-EM structure of the human growth hormone-releasing hormone receptor-Gs protein complex	HOMO SAPIENS; RATTUS NORVEGICUS; BOS TAURUS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | rattus norvegicus	Zhou, F., Zhang, H., Cong, Z., Zhao, L., Zhou, Q., Mao, C., Cheng, X., Shen, D., Cai, X., Ma, C., Wang, Y., Dai, A., Zhou, Y., Sun, W., Zhao, F., Zhao, S., Jiang, H., Jiang, Y., Yang, D., Xu, H.E., Zhang, Y., Wang, M.	2.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7a5s	H	L	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Homogeneous Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7a5s	I	M	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	08/21/20	Complex of SARS-CoV-2 spike and CR3022 Fab (Homogeneous Refinement)	HOMO SAPIENS; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wrobel, A.G., Benton, D.J., Rosenthal, P.B., Gamblin, S.J.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV5	IGKV4	Kappa	None	None	None	None	None
7nkr	F	NA	0	NA	NA	NA	NA	VIRAL PROTEIN	02/18/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8210	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library			Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	5.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7k8w	N	S	0	G	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C119	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Sharaf, N.G., Barnes, C.O., Bjorkman, P.J.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
7k8w	H	L	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	09/27/20	Structure of the SARS-CoV-2 S 2P trimer in complex with the human neutralizing antibody Fab fragment, C119	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Sharaf, N.G., Barnes, C.O., Bjorkman, P.J.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
6mwv	K	L	0	J	protein	NA	e2	VIRUS/IMMUNE SYSTEM	10/30/18	CryoEM structure of Chimeric Eastern Equine Encephalitis Virus with Fab of EEEV-58 Antibody	EASTERN EQUINE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	eastern equine encephalitis virus	Hasan, S.S., Sun, C., Kim, A.S., Watanabe, Y., Chen, C.L., Klose, T., Buda, G., Crispin, M., Diamond, M.S., Klimstra, W.B., Rossmann, M.G.	7.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGLV1	Lambda	None	None	None	None	None
6mwv	O	P	0	N	protein	NA	e2	VIRUS/IMMUNE SYSTEM	10/30/18	CryoEM structure of Chimeric Eastern Equine Encephalitis Virus with Fab of EEEV-58 Antibody	EASTERN EQUINE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	eastern equine encephalitis virus	Hasan, S.S., Sun, C., Kim, A.S., Watanabe, Y., Chen, C.L., Klose, T., Buda, G., Crispin, M., Diamond, M.S., Klimstra, W.B., Rossmann, M.G.	7.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGLV1	Lambda	None	None	None	None	None
6mwv	G	H	0	F	protein	NA	e2	VIRUS/IMMUNE SYSTEM	10/30/18	CryoEM structure of Chimeric Eastern Equine Encephalitis Virus with Fab of EEEV-58 Antibody	EASTERN EQUINE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	eastern equine encephalitis virus	Hasan, S.S., Sun, C., Kim, A.S., Watanabe, Y., Chen, C.L., Klose, T., Buda, G., Crispin, M., Diamond, M.S., Klimstra, W.B., Rossmann, M.G.	7.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGLV1	Lambda	None	None	None	None	None
6mwv	C	D	0	B	protein	NA	e2	VIRUS/IMMUNE SYSTEM	10/30/18	CryoEM structure of Chimeric Eastern Equine Encephalitis Virus with Fab of EEEV-58 Antibody	EASTERN EQUINE ENCEPHALITIS VIRUS; MUS MUSCULUS	mus musculus	mus musculus	eastern equine encephalitis virus	Hasan, S.S., Sun, C., Kim, A.S., Watanabe, Y., Chen, C.L., Klose, T., Buda, G., Crispin, M., Diamond, M.S., Klimstra, W.B., Rossmann, M.G.	7.3	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV9	IGLV1	Lambda	None	None	None	None	None
6pv8	H	I	0	A | B	protein | protein	NA | NA	fusion protein of neuronal acetylcholine receptor subunitalpha-3 and soluble cytochrome b562  | fusion protein of neuronal acetylcholine receptor subunitbeta-4 and soluble cytochrome b562 	MEMBRANE PROTEIN	07/19/19	Human alpha3beta4 nicotinic acetylcholine receptor in complex with AT-1001	HOMO SAPIENS; ESCHERICHIA COLI O11; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens, escherichia coli o11 | homo sapiens, escherichia coli o11	Gharpure, A., Teng, J., Zhuang, Y., Noviello, C.M., Walsh, R.M., Cabuco, R., Howard, R.J., Zaveri, N.T., Lindahl, E., Hibbs, R.E.	3.87	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
6pv8	F	G	0	D | E	protein | protein	NA | NA	fusion protein of neuronal acetylcholine receptor subunitalpha-3 and soluble cytochrome b562  | fusion protein of neuronal acetylcholine receptor subunitbeta-4 and soluble cytochrome b562 	MEMBRANE PROTEIN	07/19/19	Human alpha3beta4 nicotinic acetylcholine receptor in complex with AT-1001	HOMO SAPIENS; ESCHERICHIA COLI O11; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens, escherichia coli o11 | homo sapiens, escherichia coli o11	Gharpure, A., Teng, J., Zhuang, Y., Noviello, C.M., Walsh, R.M., Cabuco, R., Howard, R.J., Zaveri, N.T., Lindahl, E., Hibbs, R.E.	3.87	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	IGKV4	Kappa	None	None	None	None	None
7dnh	H	L	0	E | A	protein | protein	NA | NA	major capsid protein l1 | major capsid protein l1	VIRAL PROTEIN/IMMUNE SYSTEM	12/09/20	2-fold subparticles refinement of human papillomavirus type 58 pseudovirus in complexed with the Fab fragment of 2H3	HUMAN PAPILLOMAVIRUS TYPE 58; MUS MUSCULUS	mus musculus	mus musculus	human papillomavirus type 58 | human papillomavirus type 58	He, M.Z., Chi, X., Zha, Z.H., Zheng, Q.B., Gu, Y., Li, S.W., Xia, N.S.	3.64	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV12	Kappa	None	None	None	None	None
