pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6qfa	N	NA	0	E	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	01/09/19	CryoEM structure of a beta3K279T GABA(A)R homomer in complex with histamine and megabody Mb25	HOMO SAPIENS; HELICOBACTER PYLORI (STRAIN G27); LAMA GLAMA	helicobacter pylori (strain g27), lama glama		homo sapiens	Uchanski, T., Masiulis, S., Fischer, B., Kalichuk, V., Wohlkoening, A., Zoegg, T., Remaut, H., Vranken, W., Aricescu, A.R., Pardon, E., Steyaert, J.	2.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6qfa	L	NA	0	C	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	01/09/19	CryoEM structure of a beta3K279T GABA(A)R homomer in complex with histamine and megabody Mb25	HOMO SAPIENS; HELICOBACTER PYLORI (STRAIN G27); LAMA GLAMA	helicobacter pylori (strain g27), lama glama		homo sapiens	Uchanski, T., Masiulis, S., Fischer, B., Kalichuk, V., Wohlkoening, A., Zoegg, T., Remaut, H., Vranken, W., Aricescu, A.R., Pardon, E., Steyaert, J.	2.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6qfa	M	NA	0	D	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	01/09/19	CryoEM structure of a beta3K279T GABA(A)R homomer in complex with histamine and megabody Mb25	HOMO SAPIENS; HELICOBACTER PYLORI (STRAIN G27); LAMA GLAMA	helicobacter pylori (strain g27), lama glama		homo sapiens	Uchanski, T., Masiulis, S., Fischer, B., Kalichuk, V., Wohlkoening, A., Zoegg, T., Remaut, H., Vranken, W., Aricescu, A.R., Pardon, E., Steyaert, J.	2.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6qfa	O	NA	0	A	protein	NA	gamma-aminobutyric acid receptor subunit beta-3,gamma-aminobutyric acid receptor subunit beta-3 	MEMBRANE PROTEIN	01/09/19	CryoEM structure of a beta3K279T GABA(A)R homomer in complex with histamine and megabody Mb25	HOMO SAPIENS; HELICOBACTER PYLORI (STRAIN G27); LAMA GLAMA	helicobacter pylori (strain g27), lama glama		homo sapiens	Uchanski, T., Masiulis, S., Fischer, B., Kalichuk, V., Wohlkoening, A., Zoegg, T., Remaut, H., Vranken, W., Aricescu, A.R., Pardon, E., Steyaert, J.	2.49	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7ki1	N	NA	0	A | B | G	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	10/22/20	Taspoglutide-bound Glucagon-Like Peptide-1 (GLP-1) Receptor in Complex with Gs Protein	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens		homo sapiens | homo sapiens | homo sapiens	Zhang, X., Belousoff, M.J., Danev, R., Sexton, P.M., Wootten, D.	2.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7r4q	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	02/09/22	The SARS-CoV-2 spike in complex with the 1.29 neutralizing nanobody	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Melero, R., Arranz, R., Fernandez, L.A.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7r4q	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	02/09/22	The SARS-CoV-2 spike in complex with the 1.29 neutralizing nanobody	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; CAMELUS DROMEDARIUS	camelus dromedarius		severe acute respiratory syndrome coronavirus2 	Casasnovas, J.M., Melero, R., Arranz, R., Fernandez, L.A.	3.6	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6lmk	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN	12/26/19	Cryo-EM structure of the human glucagon receptor in complex with Gs	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Qiao, A., Han, S., Tai, L., Sun, F., Zhao, Q., Wu, B.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7mjh	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	04/20/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to VH ab8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7mjh	E	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	04/20/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to VH ab8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7mjh	F	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	04/20/21	Cryo-EM structure of the SARS-CoV-2 N501Y mutant spike protein ectodomain bound to VH ab8	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Zhu, X., Mannar, D., Srivastava, S.S., Berezuk, A.M., Demers, J.P., Saville, J.W., Leopold, K., Li, W., Dimitrov, D.S., Tuttle, K.S., Zhou, S., Chittori, S., Subramaniam, S.	2.66	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nvo	N	NA	0	E	protein	NA	t-complex protein 1 subunit epsilon	CHAPERONE	03/15/21	Human TRiC complex in open state with nanobody bound	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nvo	n	NA	0	e	protein	NA	unknown	CHAPERONE	03/15/21	Human TRiC complex in open state with nanobody bound	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Kelly, J.J., Chi, G., Bulawa, C., Paavilainen, V.O., Bountra, C., Huiskonen, J.T., Yue, W.	3.5	ELECTRON MICROSCOPY	NA	NA	False	False	IGHV1	NA	NA	None	None	None	None	None
7ocy	C	NA	0	A | B	protein | protein	NA | NA	abc transporter atp-binding protein | abc transporter atp-binding protein	MEMBRANE PROTEIN	04/28/21	Enterococcus faecalis EfrCD in complex with a nanobody	ENTEROCOCCUS FAECALIS; VICUGNA PACOS	vicugna pacos		enterococcus faecalis | enterococcus faecalis	Ehrenbolger, K., Hutter, C.A.J., Meier, G., Seeger, M.A., Barandun, J.	4.25	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7x2f	E	NA	0	A | B | D	protein | protein | protein	NA | NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short, isoform gnas-2 of guanine nucleotide-binding protein g(s) subunit alpha isoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1  | guanine nucleotide-binding protein g(i)/g(s)/g(o) subunitgamma-2 	MEMBRANE PROTEIN	02/25/22	Cryo-EM structure of the dopamine and LY3154207-bound D1 dopamine receptor and mini-Gs complex	HOMO SAPIENS; SYNTHETIC CONSTRUCT	synthetic construct		homo sapiens | homo sapiens | homo sapiens	Teng, X., Zheng, S.	3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7oan	F	NA	0	A	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN	04/19/21	Nanobody C5 bound to Spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Weckener, M.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7oan	G	NA	0	B	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN	04/19/21	Nanobody C5 bound to Spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Weckener, M.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7oan	H	NA	0	C	protein	NA	spike glycoprotein	ANTIVIRAL PROTEIN	04/19/21	Nanobody C5 bound to Spike	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; VICUGNA PACOS	vicugna pacos		severe acute respiratory syndrome coronavirus2 	Naismith, J.H., Weckener, M.	3.0	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7qnb	N	NA	0	E | D	protein | protein	NA | NA	gamma-aminobutyric acid receptor subunit beta-3 | gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length beta3gamma2 GABA(A)R in complex with GABA and nanobody Nb25	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n9e	D	NA	0	A | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB34	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	lama glama		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.52	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7qne	G	NA	0	A | E	protein | protein	NA | NA	gaba(a) receptor subunit alpha-1 | gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	12/20/21	Cryo-EM structure of human full-length synaptic alpha1beta3gamma2 GABA(A)R in complex with Ro15-4513 and megabody Mb38	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens | homo sapiens	Sente, A., Desai, R., Naydenova, K., Malinauskas, T., Jounaidi, Y., Miehling, J., Zhou, X., Masiulis, S., Hardwick, S.W., Chirgadze, D.Y., Miller, K.W., Aricescu, A.R.	2.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7me7	B	NA	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Immune System	04/06/21	CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb17 and Nb105	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.J.	3.73	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7me7	A	NA	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Immune System	04/06/21	CryoEM structure of SARS-CoV-2 RBD in complex with nanobodies Nb17 and Nb105	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Huang, W., Taylor, D.J.	3.73	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n0g	Z	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/25/21	CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Jiang, J., Huang, R., Margulies, D.	3.02	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n0g	Y	NA	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/25/21	CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Jiang, J., Huang, R., Margulies, D.	3.02	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n0g	X	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN	05/25/21	CryoEm structure of SARS-CoV-2 spike protein (S-6P, 1-up) in complex with sybodies (Sb45)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; SYNTHETIC CONSTRUCT	synthetic construct		severe acute respiratory syndrome coronavirus2 	Jiang, J., Huang, R., Margulies, D.	3.02	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7nj5	F	NA	0	A	protein	NA	polymerase acidic protein	VIRAL PROTEIN	02/16/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8199 core	INFLUENZA A VIRUS (A/BREVIG MISSION/1/1918(H1N1)); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (a/brevigmission/1/1918(h1n1)) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	4.63	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7sp7	C	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus hyaluronan synthase inhibited by UDP	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7sp7	B	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus hyaluronan synthase inhibited by UDP	PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2; LAMA GLAMA	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	3.1	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n9b	F	NA	0	C | B	protein | protein	NA | NA	spike glycoprotein | spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB21	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2  | severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n9b	D	NA	0	A	protein	NA	spike glycoprotein	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS with NB21	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; LAMA GLAMA	lama glama		severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
6vcb	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	SIGNALING PROTEIN/MEMBRANE PROTEIN	12/20/19	Cryo-EM structure of the Glucagon-like peptide-1 receptor in complex with G protein, GLP-1 peptide and a positive allosteric modulator	HOMO SAPIENS; LAMA GLAMA; SYNTHETIC CONSTRUCT	lama glama		homo sapiens | homo sapiens	Sun, B., Feng, D., Bueno, A., Kobilka, B., Sloop, K.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7p5y	J	NA	0	D	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5y	H	NA	0	B	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5y	I	NA	0	C	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5y	G	NA	0	A	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5y	K	NA	0	E	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7p5y	L	NA	0	F	protein	NA	volume-regulated anion channel subunit lrrc8a	MEMBRANE PROTEIN	07/15/21	Structure of homomeric LRRC8A Volume-Regulated Anion Channel in complex with synthetic nanobody Sb3	MUS MUSCULUS; SYNTHETIC CONSTRUCT	synthetic construct		mus musculus	Deneka, D., Rutz, S., Sawicka, M.	3.29	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7pqq	B	NA	0	A	protein	NA	sodium/bile acid cotransporter	MEMBRANE PROTEIN	09/18/21	Structure of thermostabilised human NTCP in complex with Megabody 91	HOMO SAPIENS; LAMA GLAMA	lama glama		homo sapiens	Goutam, K., Reyes, N.	3.3	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7spa	B	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus Hyaluronan Synthase in the GlcNAc-primed, channel-open state	LAMA GLAMA; PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7spa	C	NA	0	A	protein	NA	hyaluronan synthase	MEMBRANE PROTEIN	11/02/21	Chlorella virus Hyaluronan Synthase in the GlcNAc-primed, channel-open state	LAMA GLAMA; PARAMECIUM BURSARIA CHLORELLA VIRUS CZ-2	lama glama		paramecium bursaria chlorella virus cz-2	Maloney, F.P., Kuklewicz, J., Zimmer, J.	2.8	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7paf	B	NA	0	D	protein	NA	licb protein	TRANSPORT PROTEIN	07/29/21	Streptococcus pneumoniae choline importer LicB in lipid nanodiscs	SYNTHETIC CONSTRUCT; STREPTOCOCCUS PNEUMONIAE TIGR4	synthetic construct		streptococcus pneumoniae tigr4	Perez, C., Baerland, N.	3.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7paf	C	NA	0	A	protein	NA	licb protein	TRANSPORT PROTEIN	07/29/21	Streptococcus pneumoniae choline importer LicB in lipid nanodiscs	SYNTHETIC CONSTRUCT; STREPTOCOCCUS PNEUMONIAE TIGR4	synthetic construct		streptococcus pneumoniae tigr4	Perez, C., Baerland, N.	3.75	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7xji	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	MEMBRANE PROTEIN	04/18/22	Solabegron-activated dog beta3 adrenergic receptor	HOMO SAPIENS; RATTUS NORVEGICUS; UNIDENTIFIED; CANIS LUPUS FAMILIARIS; BOS TAURUS	unidentified		homo sapiens | rattus norvegicus	Shihoya, W., Nureki, O.	3.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7nir	F	NA	0	A | B	protein | protein	NA | NA	polymerase acidic protein | rna-directed rna polymerase catalytic subunit	VIRAL PROTEIN	02/13/21	1918 H1N1 Viral influenza polymerase heterotrimer with Nb8191 core	INFLUENZA A VIRUS (STRAIN A/BREVIG MISSION/1/1918 H1N1); STAPHYLOCOCCUS AUREUS; CAMELIDAE MIXED LIBRARY; SYNTHETIC CONSTRUCT	camelidae mixed library		influenza a virus (strain a/brevigmission/1/1918 h1n1)  | influenza a virus (strain a/brevigmission/1/1918 h1n1) 	Keown, J.R., Carrique, L., Fodor, E., Grimes, J.M.	6.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7n9a	A	NA	0	E	protein	NA	spike protein s1	VIRAL PROTEIN/IMMUNE SYSTEM	06/17/21	Potent neutralizing nanobodies resist convergent circulating variants of SARS-CoV-2 by targeting novel and conserved epitopes-CovS RBD with NB21	LAMA GLAMA; SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2	lama glama		severe acute respiratory syndrome coronavirus2 	Sun, D., Zhang, C., Shi, Y.	3.5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7wbj	N	NA	0	A | B	protein | protein	NA | NA	guanine nucleotide-binding protein g(s) subunit alphaisoforms short  | guanine nucleotide-binding protein g(i)/g(s)/g(t) subunitbeta-1 	STRUCTURAL PROTEIN	12/16/21	Cryo-EM structure of N-terminal modified human vasoactive intestinal polypeptide receptor 2 (VIP2R) in complex with PACAP27 and Gs	HOMO SAPIENS; BOS TAURUS; RATTUS NORVEGICUS; SYNTHETIC CONSTRUCT; SYNTHETIC CONSTRUCT	synthetic construct		bos taurus | rattus norvegicus	Xu, Y.N., Feng, W.B., Zhou, Q.T., Liang, A.Y., Li, J., Dai, A.T., Zhao, F.H., Yan, J.H., Chen, C.W., Li, H., Zhao, L.H., Xia, T., Jiang, Y., Xu, H.E., Yang, D.H., Wang, M.W.	3.42	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7vnc	V	NA	0	C	protein	NA	spike glycoprotein	VIRAL PROTEIN	10/10/21	Structure of the SARS-CoV-2 spike glycoprotein in complex with a human single domain antibody n3113 (UDD-state, state 1)	SEVERE ACUTE RESPIRATORY SYNDROME CORONAVIRUS 2; HOMO SAPIENS	homo sapiens		severe acute respiratory syndrome coronavirus2 	Yang, Z., Wang, Y., Kong, Y., Jin, Y., Wu, Y., Ying, T.	3.7	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	NA	NA	None	None	None	None	None
7m74	N	NA	0	NA	NA	NA	NA	SIGNALING PROTEIN	03/26/21	ATP-bound AMP-activated protein kinase	HOMO SAPIENS; ESCHERICHIA COLI; LAMA GLAMA	lama glama			Yan, Y., Mukherjee, S., Harikumar, K.G., Strutzenberg, T., Zhou, X.E., Powell, S.K., Xu, T., Sheldon, R., Lamp, J., Brunzelle, J.S., Radziwon, K., Ellis, A., Novick, S.J., Vega, I.E., Jones, R., Miller, L.J., Xu, H.E., Griffin, P.R., Kossiakoff, A.A., Melcher, K.	3.93	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
7pbz	F	NA	0	C | B	protein | protein	NA | NA	gamma-aminobutyric acid receptor subunit beta-3 | gamma-aminobutyric acid receptor subunit beta-3	MEMBRANE PROTEIN	08/03/21	a1b3 GABA-A receptor + GABA + Zn2+	LAMA GLAMA; HOMO SAPIENS	lama glama		homo sapiens | homo sapiens	Miller, P.S., Kasaragod, V.B.	2.79	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	NA	NA	None	None	None	None	None
